movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
G.I. Joe: Retaliation ,351,122,209,934,17000,122512052,Action|Adventure|Sci-Fi|Thriller,146352,31958,6,288,USA,PG-13,130000000,2013,12000,5.8,2.35,42000
Sahara ,163,124,42,848,11000,68642452,Action|Adventure|Comedy|Thriller,77673,13073,3,463,UK,PG-13,130000000,2005,973,6,2.35,0
Final Fantasy: The Spirits Within ,166,106,6,422,12000,32131830,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,72259,15015,1,788,USA,PG-13,137000000,2001,2000,6.4,1.85,0
Captain America: The First Avenger ,510,124,394,2000,11000,176636816,Action|Adventure|Sci-Fi,508818,19761,0,679,USA,PG-13,140000000,2011,3000,6.9,2.35,46000
The World Is Not Enough ,197,128,150,244,766,126930660,Action|Adventure|Thriller,157519,2037,2,683,UK,PG-13,135000000,1999,536,6.4,2.35,2000
Master and Commander: The Far Side of the World ,244,138,608,168,613,93926386,Action|Adventure|Drama|History|War,168207,1205,1,684,USA,PG-13,150000000,2003,172,7.4,2.35,0
The Twilight Saga: Breaking Dawn - Part 2 ,322,115,386,12000,21000,292298923,Adventure|Drama|Fantasy|Romance,185394,59177,3,329,USA,PG-13,120000000,2012,17000,5.5,2.35,65000
Happy Feet 2 ,156,100,750,988,49000,63992328,Animation|Comedy|Family|Musical,32399,62644,0,79,Australia,PG,135000000,2011,11000,5.9,2.35,0
The Incredible Hulk ,354,135,255,882,3000,134518390,Action|Adventure|Sci-Fi,326286,5811,0,643,USA,PG-13,150000000,2008,1000,6.8,2.35,0
Miami Vice ,21,60,,184,982,,Action|Crime|Drama|Mystery|Thriller,16769,1687,2,74,USA,TV-14,1500000,,321,7.5,1.33,0
The BFG ,252,117,14000,358,535,52792307,Adventure|Family|Fantasy,12572,1950,0,106,UK,PG,140000000,2016,400,6.8,2.35,27000
The Revenant ,556,156,0,733,29000,183635922,Adventure|Drama|Thriller|Western,406020,57108,0,1188,USA,R,135000000,2015,27000,8.1,2.35,190000
Turbo ,166,96,13,463,16000,83024900,Adventure|Animation|Comedy|Family|Sport,62424,17416,0,90,USA,PG,135000000,2013,881,6.5,2.35,13000
Rango ,362,107,563,939,40000,123207194,Adventure|Animation|Comedy|Family|Western,183208,43291,0,337,USA,PG,135000000,2011,1000,7.2,2.35,26000
Penguins of Madagascar ,153,92,35,179,19000,83348920,Adventure|Animation|Comedy|Family,60230,19963,0,118,USA,PG,132000000,2014,411,6.7,1.85,11000
The Bourne Ultimatum ,329,115,521,883,13000,227137090,Action|Mystery|Thriller,491077,17369,0,820,USA,PG-13,110000000,2007,897,8.1,2.35,0
Kung Fu Panda ,266,92,54,562,11000,215395021,Action|Adventure|Animation|Comedy|Family,307029,12754,0,360,USA,PG,130000000,2008,967,7.6,2.35,6000
Ant-Man ,517,117,235,680,2000,180191634,Action|Adventure|Comedy|Sci-Fi,313866,5730,6,549,USA,PG-13,130000000,2015,2000,7.4,1.85,61000
The Hunger Games: Catching Fire ,502,146,508,523,34000,424645577,Adventure|Sci-Fi|Thriller,498397,49355,1,706,USA,PG-13,130000000,2013,14000,7.6,2.35,82000
The Twilight Saga: Breaking Dawn - Part 2 ,322,115,386,12000,21000,292298923,Adventure|Drama|Fantasy|Romance,185394,59177,3,329,USA,PG-13,120000000,2012,17000,5.5,2.35,65000
Home ,165,94,12,183,17000,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,70121,17883,0,214,USA,PG,135000000,2015,523,6.7,1.85,26000
War of the Worlds ,401,116,14000,807,10000,234277056,Adventure|Sci-Fi|Thriller,334345,12758,0,2741,USA,PG-13,132000000,2005,1000,6.5,1.85,0
Bad Boys II ,94,147,0,877,10000,138396624,Action|Comedy|Crime|Thriller,178126,12954,1,511,USA,R,130000000,2003,898,6.6,2.35,0
Puss in Boots ,246,90,50,397,4000,149234747,Action|Adventure|Animation|Comedy|Family|Fantasy,114287,5046,0,137,USA,PG,130000000,2011,442,6.7,2.35,16000
Salt ,330,101,176,282,11000,118311368,Action|Crime|Mystery|Thriller,245621,12406,1,514,USA,PG-13,110000000,2010,702,6.4,2.35,23000
Noah ,434,138,0,8000,12000,101160529,Action|Adventure|Drama,200022,32355,2,1240,USA,PG-13,125000000,2014,9000,5.8,1.85,71000
The Adventures of Tintin ,440,107,14000,845,2000,77564037,Action|Adventure|Family|Mystery,177383,4631,1,447,USA,PG,135000000,2011,871,7.4,2.35,44000
Harry Potter and the Prisoner of Azkaban ,274,142,0,10000,11000,249358727,Adventure|Family|Fantasy|Mystery,382255,33284,3,1504,UK,PG,130000000,2004,10000,7.8,2.35,11000
Australia ,245,165,1000,165,309,49551662,Adventure|Drama|Romance|War,102338,921,0,450,Australia,PG-13,130000000,2008,284,6.6,2.35,0
After Earth ,349,100,0,894,10000,60522097,Action|Adventure|Sci-Fi,158720,14168,0,744,USA,PG-13,130000000,2013,943,4.9,2.35,37000
Dinosaur ,145,82,0,388,1000,137748063,Adventure|Animation|Family|Thriller,38438,2945,1,241,USA,PG,127500000,2000,558,6.5,1.85,0
Harry Potter and the Deathly Hallows: Part II ,1,,0,159,10000,,Action|Fantasy,381,11036,1,2,UK,,,2011,570,7.5,,40
Night at the Museum: Secret of the Tomb ,154,98,189,1000,49000,113733726,Adventure|Comedy|Family|Fantasy,67223,53587,7,126,USA,PG,127000000,2014,3000,6.2,1.85,11000
Megamind ,233,95,96,8000,24000,148337537,Action|Animation|Comedy|Family|Sci-Fi,172754,46120,3,187,USA,PG,130000000,2010,11000,7.3,2.35,13000
Harry Potter and the Sorcerer's Stone ,258,159,0,645,11000,317557891,Adventure|Family|Fantasy,444683,13191,4,1571,UK,PG,125000000,2001,687,7.5,2.35,16000
R.I.P.D. ,208,96,124,1000,16000,33592415,Action|Comedy|Fantasy,91640,31549,2,210,USA,PG-13,130000000,2013,12000,5.6,2.35,20000
Godzilla Resurgence ,1,120,28,12,544,,Action|Adventure|Drama|Horror|Sci-Fi,374,699,0,13,Japan,,,2016,106,8.2,2.35,0
Pirates of the Caribbean: The Curse of the Black Pearl ,271,143,563,1000,40000,305388685,Action|Adventure|Fantasy,809474,48184,3,2113,USA,PG-13,140000000,2003,5000,8.1,2.35,10000
Harry Potter and the Deathly Hallows: Part I ,4,,0,1000,10000,,Fantasy,252,14719,1,2,UK,,,2010,2000,6.4,,25
The Hunger Games: Mockingjay - Part 1 ,403,123,508,14000,34000,337103873,Adventure|Sci-Fi|Thriller,305008,81385,1,591,USA,PG-13,125000000,2014,22000,6.7,2.35,52000
The Da Vinci Code ,294,174,2000,362,15000,217536138,Mystery|Thriller,314253,16008,2,1966,USA,PG-13,125000000,2006,574,6.6,2.35,0
Rio 2 ,159,101,107,56,688,131536019,Adventure|Animation|Comedy|Family|Musical,58498,1031,0,99,USA,G,103000000,2014,237,6.4,2.35,0
X-Men 2 ,289,134,0,346,20000,214948780,Action|Adventure|Fantasy|Sci-Fi|Thriller,405973,20952,4,1055,Canada,PG-13,110000000,2003,505,7.5,2.35,0
Fast Five ,342,132,681,12000,23000,209805005,Action|Crime|Thriller,284792,55345,3,366,USA,PG-13,125000000,2011,14000,7.3,2.35,54000
Sherlock Holmes: A Game of Shadows ,382,129,0,154,21000,186830669,Action|Adventure|Crime|Mystery|Thriller,338635,22403,2,412,USA,PG-13,125000000,2011,979,7.5,2.35,39000
Clash of the Titans ,344,106,255,850,14000,163192114,Action|Adventure|Fantasy,229679,18003,0,637,USA,PG-13,125000000,2010,1000,5.8,2.35,15000
Total Recall ,196,113,719,217,605,119412921,Action|Sci-Fi,240241,1441,0,391,USA,R,65000000,1990,308,7.5,1.85,0
The 13th Warrior ,85,102,323,241,845,32694788,Action|Adventure|History,101411,1815,1,546,USA,R,85000000,1999,372,6.6,2.35,0
The Bourne Legacy ,436,135,209,602,10000,113165635,Action|Adventure|Thriller,229823,12175,0,504,USA,PG-13,125000000,2012,826,6.7,2.35,31000
Batman & Robin ,183,125,541,409,920,107285004,Action,189855,2699,3,1018,USA,PG-13,125000000,1997,890,3.7,1.85,0
How the Grinch Stole Christmas ,175,110,2000,636,1000,260031035,Comedy|Family|Fantasy,141414,4146,0,482,USA,PG,123000000,2000,722,6,1.85,0
The Day After Tomorrow ,239,124,776,812,15000,186739919,Action|Adventure|Sci-Fi|Thriller,333248,20553,0,1159,USA,PG-13,125000000,2004,2000,6.4,2.35,19000
Mission: Impossible II ,237,123,610,653,10000,215397307,Action|Adventure|Thriller,242188,11930,0,1426,USA,PG-13,125000000,2000,794,6.1,2.35,0
The Perfect Storm ,231,130,249,461,784,182618434,Action|Adventure|Drama|Thriller,133076,2684,0,779,USA,PG-13,140000000,2000,638,6.4,2.35,0
Fantastic 4: Rise of the Silver Surfer ,262,92,167,702,11000,131920333,Action|Adventure|Sci-Fi|Thriller,213275,15302,3,436,USA,PG,130000000,2007,2000,5.6,2.35,0
Life of Pi ,552,127,0,341,774,124976634,Adventure|Drama|Fantasy,440084,2121,0,755,USA,PG,120000000,2012,358,8,1.85,122000
Ghost Rider ,276,123,160,402,12000,115802596,Action|Fantasy|Thriller,182661,14017,1,681,USA,PG-13,110000000,2007,701,5.2,2.35,0
Jason Bourne ,267,123,521,265,13000,108521835,Action|Thriller,40123,13752,0,297,UK,PG-13,120000000,2016,365,7.1,2.35,31000
Charlie's Angels: Full Throttle ,102,107,368,1000,2000,100685880,Action|Adventure|Comedy|Crime,100821,4046,0,554,USA,PG-13,120000000,2003,1000,4.8,2.35,0
Prometheus ,775,124,0,641,13000,126464904,Adventure|Mystery|Sci-Fi,456260,24098,0,2326,USA,R,130000000,2012,9000,7,2.35,97000
Stuart Little 2 ,71,77,50,537,886,64736114,Adventure|Animation|Comedy|Family|Fantasy,36471,2682,0,69,USA,PG,120000000,2002,799,5.4,1.85,459
Elysium ,476,109,662,1000,13000,93050117,Action|Drama|Sci-Fi|Thriller,338087,17689,0,814,USA,R,115000000,2013,2000,6.6,2.35,61000
The Chronicles of Riddick ,207,134,123,567,14000,57637485,Action|Adventure|Sci-Fi|Thriller,183909,17159,0,666,USA,PG-13,105000000,2004,850,6.7,2.35,0
RoboCop ,492,117,294,1000,10000,58607007,Action|Crime|Sci-Fi|Thriller,182899,14161,0,630,USA,PG-13,100000000,2014,2000,6.2,2.35,60000
Speed Racer ,284,135,0,87,690,43929341,Action|Family|Sport,57873,902,0,414,USA,PG,120000000,2008,107,6.1,2.35,0
How Do You Know ,168,121,274,157,273,30212620,Comedy|Drama|Romance,35066,993,4,196,USA,PG-13,120000000,2010,216,5.3,1.85,0
Knight and Day ,283,117,446,877,10000,76418654,Action|Comedy|Romance,148280,12731,0,348,USA,PG-13,117000000,2010,973,6.3,2.35,11000
Oblivion ,539,124,364,1000,11000,89021735,Action|Adventure|Mystery|Sci-Fi,387436,22004,0,892,USA,PG-13,120000000,2013,10000,7,2.35,71000
Star Wars: Episode III - Revenge of the Sith ,359,140,0,4000,20000,380262555,Action|Adventure|Fantasy|Sci-Fi,520104,44042,4,3286,USA,PG-13,113000000,2005,16000,7.6,2.35,10000
Star Wars: Episode II - Attack of the Clones ,284,142,0,4000,20000,310675583,Action|Adventure|Fantasy|Sci-Fi,464310,42990,3,3516,USA,PG,115000000,2002,16000,6.7,1.78,0
"Monsters, Inc. ",250,92,0,773,12000,289907418,Adventure|Animation|Comedy|Family|Fantasy,585659,15013,0,593,USA,G,115000000,2001,1000,8.1,1.85,0
The Wolverine ,440,138,446,929,20000,132550960,Action|Adventure|Sci-Fi|Thriller,328067,23755,1,533,USA,PG-13,120000000,2013,992,6.7,2.35,68000
Star Wars: Episode I - The Phantom Menace ,320,136,0,1000,20000,474544677,Action|Adventure|Fantasy|Sci-Fi,534658,37723,1,3597,USA,PG,115000000,1999,14000,6.5,2.35,13000
The Croods ,257,98,16,12000,16000,187165546,Adventure|Animation|Comedy|Family|Fantasy,150618,43286,3,195,USA,PG,135000000,2013,15000,7.3,2.35,28000
Asterix at the Olympic Games ,33,116,0,141,936,,Adventure|Comedy|Family|Fantasy,20567,1609,1,36,France,,78000000,2008,276,5.1,2.35,291
Windtalkers ,152,153,610,617,12000,40911830,Action|Drama|War,55994,15046,0,454,USA,R,115000000,2002,836,6,2.35,0
The Huntsman: Winter's War ,231,120,19,9000,26000,47952020,Action|Adventure|Drama|Fantasy,37750,46719,2,134,USA,PG-13,115000000,2016,11000,6.1,2.35,16000
Teenage Mutant Ninja Turtles ,348,101,473,429,833,190871240,Action|Adventure|Comedy|Sci-Fi,167085,2690,0,491,USA,PG-13,125000000,2014,809,5.9,2.35,62000
Gravity ,738,91,0,13,39,274084951,Adventure|Drama|Sci-Fi|Thriller,582917,87,0,1885,UK,PG-13,100000000,2013,23,7.8,2.35,147000
Dante's Peak ,93,108,79,268,650,67155742,Action|Adventure|Thriller,62271,1569,1,277,USA,PG-13,116000000,1997,293,5.8,2.35,0
Teenage Mutant Ninja Turtles: Out of the Shadows ,181,112,13,799,5000,81638674,Action|Adventure|Comedy|Sci-Fi,17533,8306,,115,USA,PG-13,135000000,2016,833,6.3,2.35,12000
Fantastic Four ,369,100,128,78,596,56114221,Action|Adventure|Sci-Fi,110486,1261,3,695,USA,PG-13,120000000,2015,360,4.3,2.35,41000
Night at the Museum ,179,108,189,1000,49000,250863268,Action|Adventure|Comedy|Family|Fantasy,234480,55486,2,444,USA,PG,110000000,2006,3000,6.4,1.85,3000
San Andreas ,358,114,62,884,12000,155181732,Action|Adventure|Drama|Thriller,147497,16718,0,499,USA,PG-13,110000000,2015,2000,6.1,2.35,52000
Tomorrow Never Dies ,160,119,55,387,811,125332007,Action|Adventure|Thriller,149680,2958,3,328,UK,PG-13,110000000,1997,766,6.5,2.35,0
The Patriot ,192,142,776,1000,13000,113330342,Action|Drama|History|War,207613,19454,1,1144,USA,R,110000000,2000,2000,7.1,2.35,4000
Ocean's Twelve ,198,125,0,350,11000,125531634,Crime|Thriller,284852,19359,0,627,USA,PG-13,110000000,2004,8000,6.4,2.35,0
Mr. & Mrs. Smith ,233,126,218,322,11000,186336103,Action|Comedy|Crime|Romance|Thriller,348861,22722,2,798,USA,PG-13,120000000,2005,11000,6.5,2.35,0
Insurgent ,263,119,124,1000,14000,129995817,Adventure|Sci-Fi|Thriller,154621,22622,0,258,USA,PG-13,110000000,2015,5000,6.3,2.35,27000
The Aviator ,267,170,17000,827,29000,102608827,Biography|Drama,264318,34582,0,799,USA,PG-13,110000000,2004,3000,7.5,2.35,0
Gulliver's Travels ,184,85,11,116,480,42776259,Adventure|Comedy|Family|Fantasy,53160,1173,1,121,USA,PG,112000000,2010,392,4.9,2.35,0
The Green Hornet ,447,119,1000,741,11000,98780042,Action|Comedy|Crime|Sci-Fi|Thriller,136019,13391,0,443,USA,PG-13,120000000,2011,1000,5.8,2.35,14000
The A-Team ,29,60,,432,669,,Action|Adventure|Crime,25402,1655,4,97,USA,TV-PG,,,554,7.6,4,0
300: Rise of an Empire ,366,102,263,1000,6000,106369117,Action|Drama|Fantasy|War,225273,10583,0,523,USA,R,110000000,2014,1000,6.2,2.35,71000
The Smurfs ,172,103,67,111,383,142614158,Adventure|Animation|Comedy|Family|Fantasy,66593,692,3,153,USA,PG,110000000,2011,113,5.5,1.78,31000
Home on the Range ,104,76,6,421,12000,50026353,Animation|Comedy|Family|Music|Western,13581,13607,0,88,USA,PG,110000000,2004,513,5.4,1.78,304
Allegiant ,181,120,124,943,6000,66002193,Action|Adventure|Mystery|Sci-Fi|Thriller,44296,12452,3,144,USA,PG-13,110000000,2016,5000,5.8,2.35,12000
Real Steel ,327,127,189,544,20000,85463309,Action|Drama|Sci-Fi|Sport,254841,22254,1,426,USA,PG-13,110000000,2011,929,7.1,2.35,36000
The Smurfs 2 ,125,105,67,40,681,71017784,Adventure|Animation|Comedy|Family|Fantasy,27257,914,3,59,USA,PG,105000000,2013,71,5.4,1.85,0
Speed 2: Cruise Control ,79,121,101,202,673,48068396,Action|Crime|Romance|Thriller,60573,2027,0,248,USA,PG-13,160000000,1997,368,3.7,2.35,894
Ender's Game ,326,114,151,430,11000,61656849,Action|Sci-Fi,184561,12908,4,554,USA,PG-13,110000000,2013,635,6.7,2.35,123000
Live Free or Die Hard ,354,129,235,297,13000,134520804,Action|Adventure|Thriller,336235,13961,1,782,USA,PG-13,110000000,2007,300,7.2,2.35,0
The Lord of the Rings: The Fellowship of the Ring ,297,171,0,857,16000,313837577,Action|Adventure|Drama|Fantasy,1238746,22342,2,5060,New Zealand,PG-13,93000000,2001,5000,8.8,2.35,21000
Around the World in 80 Days ,188,120,153,447,1000,24004159,Action|Adventure|Comedy,68720,3175,0,191,USA,PG,110000000,2004,1000,5.8,2.35,0
Ali ,174,165,0,780,10000,58183966,Biography|Drama|Sport,79186,14196,1,386,USA,R,107000000,2001,851,6.8,2.35,0
The Cat in the Hat ,109,82,34,434,760,100446895,Adventure|Comedy|Family|Fantasy,36033,2762,1,456,USA,PG,109000000,2003,743,3.8,1.85,946
"I, Robot ",225,115,295,466,10000,144795350,Action|Mystery|Sci-Fi|Thriller,387632,12068,1,789,USA,PG-13,120000000,2004,981,7.1,2.35,0
Kingdom of Heaven ,239,194,0,195,14000,47396698,Action|Adventure|Drama|History|War,217373,19600,1,942,USA,R,130000000,2005,5000,7.2,2.35,0
Stuart Little ,101,84,50,692,979,140015224,Adventure|Comedy|Family|Fantasy,94172,3382,0,179,Germany,PG,133000000,1999,886,5.9,1.85,0
The Princess and the Frog ,228,97,63,525,852,104374107,Animation|Family|Fantasy|Musical|Romance,89351,2480,0,214,USA,G,105000000,2009,578,7.1,1.85,5000
The Martian ,568,151,0,372,13000,228430993,Adventure|Drama|Sci-Fi,472488,14831,1,1023,USA,PG-13,108000000,2015,801,8.1,2.35,153000
"10,000 B.C.             ",,22,0,,5,,Comedy,6,5,0,,,,,,,7.2,,0
The Island ,257,136,0,3000,19000,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,263329,34839,1,899,USA,PG-13,126000000,2005,12000,6.9,2.35,0
Town & Country ,62,104,23,591,752,6712451,Comedy|Romance,4102,3133,0,89,New Line,R,90000000,2001,631,4.4,1.85,53
Gone in Sixty Seconds ,175,127,57,3000,12000,101643008,Action|Crime|Thriller,218341,29069,1,498,USA,PG-13,90000000,2000,11000,6.5,2.35,0
Gladiator ,265,171,0,695,3000,187670866,Action|Drama|Romance,982637,6521,0,2368,USA,R,103000000,2000,933,8.5,2.35,21000
Minority Report ,252,145,14000,533,10000,132014112,Action|Mystery|Sci-Fi|Thriller,399651,12546,0,1331,USA,PG-13,102000000,2002,798,7.7,2.35,0
Harry Potter and the Chamber of Secrets ,232,174,0,9000,11000,261970615,Adventure|Family|Fantasy|Mystery,387616,35672,1,858,UK,PG,100000000,2002,10000,7.4,2.35,0
Casino Royale ,400,144,258,834,6000,167007184,Action|Adventure|Thriller,470483,9125,1,2301,UK,PG-13,150000000,2006,1000,8,2.35,0
Planet of the Apes ,230,119,13000,567,1000,180011740,Action|Adventure|Sci-Fi|Thriller,177725,2776,0,1368,USA,PG-13,100000000,2001,658,5.7,2.35,0
Terminator 2: Judgment Day ,210,153,0,539,780,204843350,Action|Sci-Fi,744891,2829,0,983,USA,R,102000000,1991,604,8.5,2.35,13000
Public Enemies ,357,140,0,1000,40000,97030725,Biography|Crime|Drama|History|Romance,230931,64599,1,585,USA,R,100000000,2009,23000,7,2.35,0
American Gangster ,300,176,0,561,18000,130127620,Biography|Crime|Drama,324671,20354,0,458,USA,R,100000000,2007,782,7.8,1.85,0
True Lies ,94,141,0,618,2000,146282411,Action|Comedy|Thriller,190439,4528,0,351,USA,R,115000000,1994,1000,7.2,2.35,0
The Taking of Pelham 1 2 3 ,267,106,12000,385,18000,65452312,Action|Crime|Thriller,149998,19906,1,285,USA,R,100000000,2009,464,6.4,2.35,0
Little Fockers ,180,98,80,708,22000,148383780,Comedy|Romance,85531,24082,10,152,USA,PG-13,100000000,2010,713,5.5,1.85,0
The Other Guys ,265,116,285,107,12000,119219978,Action|Comedy|Crime,189806,20233,2,316,USA,PG-13,100000000,2010,8000,6.7,2.35,16000
Eraser ,81,115,55,383,1000,101228120,Action|Drama|Mystery|Thriller,84424,3454,1,131,USA,R,100000000,1996,773,6.1,2.35,0
Django Unchained ,765,165,16000,265,29000,162804648,Drama|Western,955174,40978,1,1193,USA,R,100000000,2012,11000,8.5,2.35,199000
The Hunchback of Notre Dame ,80,91,21,542,2000,100117603,Animation|Drama|Family|Musical|Romance,102933,4842,0,230,USA,G,100000000,1996,700,6.9,1.78,0
The Emperor's New Groove ,141,78,10,253,558,89296573,Adventure|Animation|Comedy|Family|Fantasy,128285,2039,1,297,USA,G,100000000,2000,452,7.3,1.66,0
The Expendables 2 ,383,103,165,13000,26000,85017401,Action|Adventure|Thriller,246803,57881,3,474,USA,R,92000000,2012,13000,6.7,2.35,108000
National Treasure ,193,131,226,341,12000,173005002,Action|Adventure|Comedy|Family|Mystery,255447,13679,0,692,USA,PG,100000000,2004,625,6.9,2.35,0
Eragon ,170,104,14,203,3000,75030163,Action|Adventure|Family|Fantasy,108076,4487,0,1690,USA,PG,100000000,2006,762,5.1,2.35,0
Where the Wild Things Are ,333,101,0,279,925,77222184,Adventure|Drama|Family|Fantasy,87677,1738,0,388,Germany,PG,100000000,2009,468,6.8,2.35,11000
Pan ,256,111,456,394,20000,34964818,Adventure|Family|Fantasy,39956,21393,4,186,USA,PG,150000000,2015,548,5.8,2.35,24000
Epic ,203,102,77,120,14000,107515297,Adventure|Animation|Family|Fantasy,85833,14552,2,113,USA,PG,100000000,2013,151,6.7,2.35,17000
The Tourist ,321,103,207,3000,40000,67631157,Action|Romance|Thriller,176598,55175,0,374,USA,PG-13,100000000,2010,11000,6,2.35,25000
End of Days ,174,121,0,595,1000,66862068,Action|Fantasy|Horror|Mystery,89509,3903,0,524,USA,R,83000000,1999,1000,5.7,2.35,2000
Blood Diamond ,166,143,380,452,29000,57366262,Adventure|Drama|Thriller,400292,33160,0,657,Germany,R,100000000,2006,3000,8,2.35,14000
The Wolf of Wall Street ,606,240,17000,4000,29000,116866727,Biography|Comedy|Crime|Drama,780588,46057,3,1138,USA,R,100000000,2013,11000,8.2,2.35,138000
Batman Forever ,144,121,541,680,920,184031112,Action|Adventure|Fantasy,190786,2880,4,539,USA,PG-13,100000000,1995,710,5.4,1.85,0
Starship Troopers ,192,129,719,423,660,54700065,Action|Sci-Fi|War,221521,2031,0,1049,USA,R,105000000,1997,475,7.2,1.85,0
Cloud Atlas ,511,172,670,1000,15000,27098580,Drama|Sci-Fi,284825,22686,5,828,Germany,R,102000000,2012,5000,7.5,2.35,124000
Legend of the Guardians: The Owls of Ga'Hoole ,188,101,0,577,2000,55673333,Action|Adventure|Animation|Family|Fantasy,65785,4286,1,160,USA,PG,80000000,2010,653,7,2.35,16000
Catwoman ,212,87,26,566,827,40198710,Action|Crime|Fantasy|Romance|Thriller,87451,3144,0,660,USA,PG-13,100000000,2004,825,3.3,2.35,0
Hercules ,245,101,420,467,12000,72660029,Action|Adventure,115687,16235,0,269,USA,PG-13,100000000,2014,3000,6,2.35,21000
Treasure Planet ,127,95,63,720,23000,38120554,Adventure|Animation|Family|Sci-Fi,71527,26940,0,217,USA,PG,140000000,2002,770,7.1,1.5,0
Land of the Lost ,167,102,52,526,8000,49392095,Adventure|Comedy|Sci-Fi,52029,10552,1,224,USA,PG-13,100000000,2009,735,5.4,1.85,0
The Expendables 3 ,320,131,385,11000,26000,39292022,Action|Adventure|Thriller,127258,52610,15,351,USA,PG-13,90000000,2014,13000,6.1,2.35,56000
